,Year,Ethnicity,Gender,Protected_7,Protected_6,Protected_8,Athlete,Program,Protected_5,Next_Fall_Not_Discontinued,Four_Year_Not_Discontinued,Four_Year_Completed,Six_Year_Completed
301,2014-15,Asian,Female,0,11.42947864,0,Tennis,Nursing,63,1,1,0,1
302,2014-15,White,Female,0,10.5182677,0,Not an Athlete,English,97,1,1,0,1
303,2014-15,White,Female,0,4.787491743,1,Not an Athlete,Nursing,73,1,0,0,0
304,2014-15,Hispanic,Female,1,7.374001859,1,Not an Athlete,Undeclared,51,1,1,1,1
305,2014-15,White,Male,0,9.425693658,0,Not an Athlete,Computer Science,88,1,1,1,1
306,2014-15,Two or more races,Female,0,7.34601021,1,Not an Athlete,Nursing,89,1,1,1,1
307,2014-15,Black or African American,Male,1,7.049254841,1,Not an Athlete,Biology,43,1,1,1,1
308,2014-15,White,Male,0,8.455317788,1,Two or more sports,Athletic Training,74,1,1,1,1
309,2014-15,White,Male,1,3.912023005,1,Not an Athlete,Engineering,50,1,1,0,1
310,2014-15,White,Female,0,9.905934556,0,Not an Athlete,Psychology,62,0,0,0,0
311,2014-15,White,Female,1,10.20095905,0,Not an Athlete,Biblical Studies,97,1,1,1,1
312,2014-15,Unknown Race and Ethnicity,Male,0,8.790116893,0,Not an Athlete,Engineering,97,1,1,1,1
313,2014-15,White,Female,0,9.927643436,0,Not an Athlete,Undeclared,68,1,1,1,1
314,2014-15,White,Male,0,11.03740263,0,Not an Athlete,Biblical Studies,99,1,1,1,1
315,2014-15,White,Female,0,8.047509511,1,Not an Athlete,Art & Design,29,1,1,1,1
316,2014-15,Hispanic,Female,0,8.728102205,0,Not an Athlete,Sociology,74,1,1,0,0
317,2014-15,Black or African American,Male,1,0,1,Football,English,6,0,0,0,0
318,2014-15,White,Male,0,10.19125712,0,Football,Business,38,1,1,1,1
319,2014-15,White,Male,0,9.711055052,0,Not an Athlete,Undeclared,62,0,0,0,0
320,2014-15,White,Female,0,7.231287004,1,Not an Athlete,Health & Human Performance,29,0,0,0,0
321,2014-15,White,Male,0,9.321881747,0,Not an Athlete,Athletic Training,44,1,0,0,0
322,2014-15,White,Female,0,10.00888307,0,Not an Athlete,Art & Design,53,1,1,1,1
323,2014-15,White,Female,0,12.50000266,0,Not an Athlete,Undeclared,63,1,0,0,0
324,2014-15,White,Male,0,12.50000266,0,Not an Athlete,Engineering,47,0,0,0,0
325,2014-15,White,Female,0,12.50000266,0,Two or more sports,Biology,65,1,1,1,1
326,2014-15,White,Male,0,12.50000266,0,Baseball,Biology,99,1,1,1,1
327,2014-15,White,Female,0,12.50000266,0,Not an Athlete,Undergrad Teacher Education,88,1,1,1,1
328,2014-15,White,Female,0,12.50000266,0,Not an Athlete,Honors Program,99,1,1,1,1
329,2015-16,White,Female,0,0,1,Not an Athlete,Psychology,69,1,1,1,0
330,2015-16,White,Female,0,9.14259672,0,Not an Athlete,Theatre,67,1,1,1,0
331,2015-16,Hispanic,Female,1,0,1,Not an Athlete,English,68,1,1,0,0
332,2015-16,White,Male,0,10.12406782,0,Not an Athlete,Undeclared,44,1,1,1,0
333,2015-16,White,Male,0,9.278466201,0,Not an Athlete,International Studies,65,1,1,0,0
334,2015-16,White,Male,0,9.663452134,0,Not an Athlete,Honors Program,89,1,1,1,0
335,2015-16,White,Female,1,0,1,Soccer,Undergrad Teacher Education,68,1,1,0,0
336,2015-16,White,Female,1,7.540621529,1,Not an Athlete,Art & Design,51,1,1,1,0
337,2015-16,White,Female,0,9.643031466,0,Soccer,Nursing,44,1,1,1,0
338,2015-16,Two or more races,Female,0,10.18994387,0,Not an Athlete,Athletic Training,87,1,1,1,0
339,2015-16,Hispanic,Female,0,10.00870306,0,Not an Athlete,Psychology,87,1,1,1,0
340,2015-16,White,Female,0,10.78894787,0,Soccer,Honors Program,99,1,1,1,0
341,2015-16,White,Female,0,10.16992045,0,Not an Athlete,Psychology,64,1,1,1,0
342,2015-16,White,Male,0,7.153051635,1,Baseball,Business,90,1,1,1,0
343,2015-16,Two or more races,Female,1,10.86732959,0,Not an Athlete,Engineering,62,1,0,0,0
344,2015-16,White,Male,0,9.876989561,0,Not an Athlete,Business,67,1,1,1,0
345,2015-16,White,Female,0,9.772182252,0,Not an Athlete,Mathematics,90,1,1,1,0
346,2015-16,White,Female,0,10.17755233,0,Not an Athlete,International Studies,74,1,1,1,0
347,2015-16,White,Female,0,8.321178307,1,Not an Athlete,Art & Design,97,1,1,1,0
348,2015-16,Asian,Female,0,9.592400372,0,Not an Athlete,Business,74,1,1,1,0
349,2015-16,White,Female,0,3.401197382,1,Not an Athlete,Art & Design,74,1,1,1,0
350,2015-16,White,Female,0,9.935664284,0,Not an Athlete,Undeclared,70,1,1,1,0
351,2015-16,White,Female,0,11.97434864,0,Not an Athlete,Undeclared,51,1,1,1,0
352,2015-16,White,Female,0,0,1,Not an Athlete,Art & Design,81,0,0,0,0
353,2015-16,White,Male,0,9.139381283,0,Not an Athlete,Computer Science,98,1,1,1,0
354,2015-16,White,Female,0,7.958227192,1,Not an Athlete,Engineering,74,1,1,1,0
355,2015-16,White,Female,0,11.21056283,0,Not an Athlete,Art & Design,79,1,1,1,0
356,2015-16,White,Female,1,9.947934967,0,Not an Athlete,Undergrad Social Work,72,1,1,1,0
357,2015-16,White,Female,0,9.793281985,0,Not an Athlete,Biblical Studies,73,1,1,1,0
358,2015-16,Black or African American,Female,0,6.146329258,1,Not an Athlete,Biology,68,0,0,0,0
359,2015-16,White,Female,0,9.65956715,0,Not an Athlete,Biology,77,1,1,1,0
360,2015-16,White,Male,1,7.128495946,1,Not an Athlete,Engineering,64,0,0,0,0
361,2015-16,White,Male,0,9.433163872,0,Football,Health & Human Performance,74,1,1,1,0
362,2015-16,Hispanic,Female,1,8.209852481,1,Not an Athlete,Chemistry,68,0,0,0,0
363,2015-16,Hispanic,Female,1,8.003028666,1,Not an Athlete,International Studies,73,1,0,0,0
364,2015-16,White,Female,0,9.611127891,0,Not an Athlete,Undeclared,74,1,1,1,0
365,2015-16,Hispanic,Male,1,9.823090615,0,Not an Athlete,History,47,1,1,0,0
366,2015-16,Hispanic,Female,0,10.94461196,0,Not an Athlete,Undergrad Social Work,16,1,1,1,0
367,2015-16,White,Male,0,10.57075266,0,Not an Athlete,Engineering,99,1,1,0,0
368,2015-16,White,Female,0,11.05507173,0,Not an Athlete,Undeclared,95,1,1,1,0
369,2015-16,Hispanic,Female,0,8.715224042,0,Not an Athlete,Nursing,56,1,1,0,0
370,2015-16,White,Female,0,10.39931121,0,Softball,Athletic Training,92,1,1,1,0
371,2015-16,White,Female,0,7.830822995,1,Not an Athlete,Nursing,87,1,1,1,0
372,2015-16,White,Female,0,9.773037123,0,Two or more sports,Biochemistry,99,1,1,1,0
373,2015-16,White,Female,0,9.790542794,0,Not an Athlete,Psychology,74,1,1,1,0
374,2015-16,White,Male,0,9.944677479,0,Not an Athlete,Biology,59,1,0,0,0
375,2015-16,White,Male,0,9.067393363,0,Not an Athlete,Honors Program,96,1,1,1,0
376,2015-16,Hispanic,Male,1,0,0,Not an Athlete,Engineering,56,1,1,1,0
377,2015-16,White,Male,0,9.462809689,0,Baseball,Engineering,79,1,1,1,0
378,2015-16,Two or more races,Female,0,10.55994481,0,Not an Athlete,Biology,99,1,1,1,0
379,2015-16,Two or more races,Male,0,8.339739766,1,Basketball,Engineering,31,1,1,0,0
380,2015-16,White,Male,0,10.25135886,0,Not an Athlete,Biblical Studies,47,1,1,1,0
381,2015-16,White,Female,0,9.226213721,0,Not an Athlete,Engineering,99,1,1,1,0
382,2015-16,White,Male,0,12.08523181,0,Not an Athlete,Engineering,87,1,1,1,0
383,2015-16,White,Female,0,9.71111566,0,Not an Athlete,Undergrad Teacher Education,99,1,1,1,0
384,2015-16,Hispanic,Female,0,5.942799375,1,Not an Athlete,Biology,57,1,1,0,0
385,2015-16,White,Female,0,10.18606914,0,Two or more sports,Undergrad Teacher Education,68,0,0,0,0
386,2015-16,White,Female,0,6.726233402,1,Not an Athlete,Psychology,62,1,1,1,0
387,2015-16,Two or more races,Male,0,8.118207049,1,Football,Biology,87,1,1,1,0
388,2015-16,Hispanic,Female,0,10.44231737,0,Not an Athlete,Nursing,68,1,1,1,0
389,2015-16,Two or more races,Female,0,10.21390911,0,Volleyball,Undergrad Social Work,51,0,0,0,0
390,2015-16,Asian,Female,0,10.30921929,0,Soccer,Health & Human Performance,74,1,1,1,0
391,2015-16,White,Female,0,9.997524194,0,Not an Athlete,Nursing,64,0,0,0,0
392,2015-16,White,Male,0,9.404755176,0,Not an Athlete,Art & Design,56,0,0,0,0
393,2015-16,White,Male,0,9.404755176,0,Not an Athlete,Communication,56,0,0,0,0
394,2015-16,White,Male,0,9.865006566,0,Not an Athlete,Computer Science,82,1,1,1,0
395,2015-16,American Indian or Alaskan Native,Female,0,0,1,Not an Athlete,Undeclared,91,0,0,0,0
396,2015-16,Hispanic,Female,0,7.353081921,1,Soccer,Cinematic Arts,56,0,0,0,0
397,2015-16,White,Female,0,9.274535084,0,Not an Athlete,Psychology,93,0,0,0,0
398,2015-16,Hispanic,Male,1,0,1,Football,Health & Human Performance,50,1,0,0,0
399,2015-16,White,Female,0,7.977968093,1,Not an Athlete,English,40,0,0,0,0
400,2015-16,White,Male,1,9.261318617,0,Not an Athlete,Computer Science,57,1,0,0,0
401,2015-16,Asian,Female,1,7.912789221,1,Not an Athlete,Psychology,70,0,0,0,0
402,2015-16,White,Female,0,0,1,Not an Athlete,Art & Design,53,1,0,0,0
403,2015-16,Two or more races,Female,0,0,1,Not an Athlete,Undergrad Teacher Education,56,1,1,1,0
404,2015-16,White,Female,1,0,1,Not an Athlete,Biblical Studies,68,1,1,1,0
405,2015-16,Native Hawaiian or Other Pacific Islander,Male,0,8.881836305,0,Football,Engineering,68,1,1,0,0
406,2015-16,White,Female,0,9.435641594,0,Not an Athlete,Undergrad Teacher Education,22,1,1,1,0
407,2015-16,White,Female,0,9.259130536,0,Not an Athlete,Biology,16,0,0,0,0
408,2015-16,White,Male,0,10.3650494,0,Not an Athlete,Biology,56,1,1,1,0
409,2015-16,Black or African American,Male,0,8.576216532,0,Football,Psychology,43,0,0,0,0
410,2015-16,Asian,Female,0,8.064007347,1,Not an Athlete,Biology,95,1,0,0,0
411,2015-16,White,Male,0,7.25629724,1,Not an Athlete,Engineering,97,1,0,0,0
412,2015-16,White,Male,0,9.043340831,0,Not an Athlete,Cinematic Arts,53,0,0,0,0
413,2015-16,White,Female,0,7.327123292,1,Not an Athlete,Art & Design,57,1,1,1,0
414,2015-16,Black or African American,Male,1,0,1,Two or more sports,Business,47,1,1,1,0
415,2015-16,White,Male,0,9.83397669,0,Football,Engineering,72,1,1,0,0
416,2015-16,Black or African American,Female,1,7.866722285,1,Not an Athlete,Engineering,68,1,0,0,0
417,2015-16,White,Male,0,11.03912263,0,Not an Athlete,Engineering,96,1,1,1,0
418,2015-16,Hispanic,Female,0,9.229162126,1,Not an Athlete,Art & Design,57,1,1,1,0
419,2015-16,Hispanic,Male,1,0,1,Not an Athlete,Engineering,43,1,1,1,0
420,2015-16,Hispanic,Male,0,10.74131932,0,Basketball,Engineering,79,1,0,0,0
421,2015-16,White,Male,0,8.049746291,1,Track (Outdoor),Computer Science,90,1,1,1,0
422,2015-16,Two or more races,Male,0,9.432763664,0,Basketball,Engineering,47,1,0,0,0
423,2015-16,Asian,Male,0,11.08748211,0,Not an Athlete,Engineering,83,0,0,0,0
424,2015-16,White,Male,0,12.50000266,0,Not an Athlete,Health & Human Performance,43,1,1,0,0
425,2015-16,White,Male,0,12.50000266,0,Not an Athlete,Engineering,74,1,1,1,0
426,2015-16,White,Male,0,12.50000266,0,Not an Athlete,Psychology,98,1,1,1,0
427,2015-16,White,Male,0,12.50000266,0,Not an Athlete,Honors Program,98,1,1,1,0
428,2016-17,Hispanic,Female,0,9.695540448,0,Not an Athlete,Health & Human Performance,89,1,1,0,0
429,2016-17,White,Female,0,8.594524534,0,Not an Athlete,Biblical Studies,78,1,1,1,0
430,2016-17,White,Female,1,0,1,Not an Athlete,Spanish,53,1,1,1,0
431,2016-17,White,Female,0,11.72340517,0,Not an Athlete,Nursing,90,1,1,1,0
432,2016-17,White,Male,0,9.729550745,0,Not an Athlete,Biblical Studies,70,1,1,1,0
433,2016-17,White,Female,1,9.299998244,0,Not an Athlete,Honors Program,94,1,1,1,0
434,2016-17,Hispanic,Male,0,0,1,Not an Athlete,Psychology,89,0,0,0,0
435,2016-17,White,Male,0,10.63332822,0,Not an Athlete,Cinematic Arts,60,1,1,1,0
436,2016-17,Hispanic,Female,0,0,1,Not an Athlete,Psychology,31,1,1,1,0
437,2016-17,White,Male,0,10.33045319,0,Baseball,Engineering,78,1,1,1,0
438,2016-17,White,Female,1,8.58316818,0,Not an Athlete,Business,96,1,1,1,0
439,2016-17,Hispanic,Female,1,7.651595574,1,Basketball,Health & Human Performance,25,1,1,0,0
440,2016-17,White,Female,0,10.92329109,0,Not an Athlete,International Studies,96,1,1,1,0
441,2016-17,Asian,Male,0,11.28562328,0,Baseball,Engineering,78,1,1,1,0
442,2016-17,White,Female,0,9.691407574,0,Lacrosse,Undergrad Teacher Education,96,1,1,1,0
443,2016-17,Two or more races,Female,0,10.27104309,0,Not an Athlete,Psychology,74,1,1,1,0
444,2016-17,Two or more races,Male,0,9.070848393,0,Not an Athlete,Computer Science,99,1,1,1,0
445,2016-17,White,Female,0,9.840813958,0,Not an Athlete,Engineering,81,1,1,1,0
446,2016-17,White,Female,0,9.633317905,0,Not an Athlete,Nursing,39,0,0,0,0
447,2016-17,White,Female,0,10.56372407,0,Not an Athlete,Sociology,89,0,0,0,0
448,2016-17,White,Female,0,8.895355617,0,Not an Athlete,Honors Program,97,1,1,1,0
449,2016-17,White,Female,0,10.48957834,0,Not an Athlete,Biology,78,1,1,0,0
450,2016-17,White,Male,0,8.998631198,0,Football,Mathematics,68,1,1,1,0
451,2016-17,Two or more races,Female,0,10.61594704,0,Not an Athlete,Business,76,1,1,1,0
452,2016-17,White,Female,0,10.10671407,0,Basketball,Business,99,1,1,1,0
453,2016-17,White,Male,1,8.548691858,1,Not an Athlete,Biology,73,1,0,0,0
454,2016-17,White,Female,1,8.536799721,1,Not an Athlete,Undergrad Teacher Education,99,1,1,1,0
455,2016-17,White,Female,0,10.55218638,0,Not an Athlete,Spanish,97,1,1,1,0
456,2016-17,White,Male,0,11.19844757,0,Not an Athlete,Business,89,1,0,0,0
457,2016-17,Native Hawaiian or Other Pacific Islander,Male,0,9.547383874,0,Baseball,Health & Human Performance,48,1,1,1,0
458,2016-17,Asian,Male,0,10.23992407,0,Not an Athlete,Biology,73,1,1,0,0
459,2016-17,White,Female,0,9.300181076,0,Not an Athlete,Undergrad Teacher Education,72,1,0,0,0
460,2016-17,White,Female,0,10.32731634,0,Not an Athlete,Cinematic Arts,84,0,0,0,0
461,2016-17,White,Female,1,10.87126956,0,Not an Athlete,Undergrad Teacher Education,51,1,1,1,0
462,2016-17,White,Female,0,6.118097198,1,Cross Country,Biblical Studies,94,1,1,1,0
463,2016-17,White,Female,1,9.808242371,0,Not an Athlete,Nursing,57,0,0,0,0
464,2016-17,White,Male,1,9.90183619,0,Baseball,Health & Human Performance,37,1,1,1,0
465,2016-17,Asian,Female,0,9.318028177,0,Not an Athlete,Honors Program,91,1,1,1,0
466,2016-17,White,Male,0,9.566895309,0,Not an Athlete,Computer Science,99,1,1,1,0
467,2016-17,White,Male,0,8.377931124,1,Not an Athlete,Business,77,1,1,1,0
468,2016-17,White,Male,1,8.485289642,0,Soccer,Art & Design,36,1,1,0,0
469,2016-17,Hispanic,Male,0,7.864804003,1,Tennis,Business,78,1,0,0,0
470,2016-17,Unknown Race and Ethnicity,Male,0,8.897545599,0,Not an Athlete,Engineering,83,1,1,1,0
471,2016-17,Black or African American,Female,0,10.99785752,0,Basketball,Honors Program,78,1,1,1,0
472,2016-17,White,Male,0,7.463936604,1,Not an Athlete,Honors Program,67,1,1,1,0
473,2016-17,Hispanic,Female,1,0,0,Not an Athlete,Biology,43,1,1,1,0
474,2016-17,Hispanic,Male,0,0,1,Not an Athlete,Biology,62,1,1,1,0
475,2016-17,White,Male,0,10.20758417,0,Not an Athlete,Engineering,99,1,1,1,0
476,2016-17,White,Female,0,10.6990785,0,Not an Athlete,Honors Program,85,1,1,1,0
477,2016-17,White,Female,0,4.605170186,1,Not an Athlete,Honors Program,64,1,1,1,0
478,2016-17,Asian,Male,0,10.49523857,0,Baseball,Engineering,89,1,1,1,0
479,2016-17,White,Female,0,0,1,Not an Athlete,Psychology,72,1,1,1,0
480,2016-17,American Indian or Alaskan Native,Female,0,9.597369918,0,Golf,Business,49,1,1,1,0
481,2016-17,Two or more races,Male,1,10.08313888,0,Not an Athlete,Biology,82,1,1,1,0
482,2016-17,White,Female,0,9.841558956,0,Not an Athlete,Biblical Studies,86,1,1,1,0
483,2016-17,White,Female,1,9.521274996,0,Not an Athlete,Undeclared,22,0,0,0,0
484,2016-17,White,Female,0,11.62072999,0,Not an Athlete,Undeclared,68,1,1,1,0
485,2016-17,White,Female,0,9.286375058,0,Not an Athlete,Business,31,0,0,0,0
486,2016-17,White,Male,0,5.749392986,1,Not an Athlete,Computer Science,57,1,1,1,0
487,2016-17,Unknown Race and Ethnicity,Female,0,5.509388337,1,Not an Athlete,International Studies,81,1,1,1,0
488,2016-17,White,Female,0,0,1,Not an Athlete,Undergrad Social Work,20,1,1,1,0
489,2016-17,Two or more races,Female,1,7.565793282,1,Not an Athlete,Psychology,73,0,0,0,0
490,2016-17,White,Male,0,8.874587876,0,Not an Athlete,Undeclared,87,1,1,1,0
491,2016-17,Hispanic,Male,1,0,1,Football,Engineering,73,1,1,0,0
492,2016-17,White,Male,0,8.997023381,0,Golf,Business,64,1,1,1,0
493,2016-17,Hispanic,Male,0,9.795902342,0,Football,Nursing,62,1,1,1,0
494,2016-17,Two or more races,Male,1,5.886104031,1,Football,Undeclared,17,0,0,0,0
495,2016-17,Hispanic,Female,1,0,1,Not an Athlete,Psychology,50,1,0,0,0
496,2016-17,White,Female,0,9.565564264,0,Not an Athlete,Psychology,79,1,1,1,0
497,2016-17,White,Male,0,11.53454996,0,Not an Athlete,Art & Design,86,1,1,1,0
498,2016-17,White,Male,0,5.991464547,1,Two or more sports,Undeclared,86,1,0,0,0
499,2016-17,White,Male,0,11.05234926,0,Not an Athlete,Undeclared,96,1,1,1,0
500,2016-17,White,Female,1,9.38706295,0,Not an Athlete,Psychology,60,0,0,0,0
501,2016-17,White,Female,0,7.694848072,1,Not an Athlete,Undergrad Teacher Education,69,1,1,0,0
502,2016-17,Hispanic,Female,1,8.788898309,0,Not an Athlete,Undergrad Teacher Education,30,1,1,1,0
503,2016-17,Hispanic,Male,0,11.54334797,0,Soccer,Computer Science,89,1,1,0,0
504,2016-17,White,Female,0,2.995732274,1,Not an Athlete,English,98,1,1,0,0
505,2016-17,White,Male,0,9.104535313,0,Not an Athlete,Undeclared,69,1,0,0,0
506,2016-17,White,Female,0,12.50000266,0,Two or more sports,Undergrad Teacher Education,56,1,1,1,0
507,2016-17,White,Male,0,12.50000266,0,Not an Athlete,Engineering,82,1,1,0,0
508,2016-17,Hispanic,Female,0,12.50000266,0,Not an Athlete,Psychology,65,1,1,1,0
509,2016-17,White,Male,0,12.50000266,0,Not an Athlete,Computer Science,94,1,1,1,0
510,2016-17,White,Female,0,12.50000266,0,Not an Athlete,Nursing,89,0,0,0,0
511,2017-18,White,Female,0,10.63885575,0,Not an Athlete,Art & Design,69,1,1,0,0
512,2017-18,White,Male,0,8.665613197,0,Not an Athlete,Biology,40,1,1,0,0
513,2017-18,White,Male,0,9.573941276,0,Not an Athlete,Cinematic Arts,69,0,1,0,0
514,2017-18,White,Female,0,10.34878216,0,Not an Athlete,Psychology,97,1,1,0,0
515,2017-18,White,Female,0,0,1,Not an Athlete,Engineering,73,1,1,0,0
516,2017-18,White,Female,0,10.02994398,0,Not an Athlete,Nursing,30,1,1,0,0
517,2017-18,White,Female,0,9.261128539,0,Soccer,Nursing,79,1,1,0,0
518,2017-18,White,Female,0,9.005773206,0,Soccer,Health & Human Performance,83,1,1,0,0
519,2017-18,Hispanic,Female,0,10.87714112,0,Not an Athlete,Psychology,89,1,1,0,0
520,2017-18,Two or more races,Female,0,9.877400218,0,Basketball,Nursing,51,0,1,0,0
521,2017-18,White,Female,1,7.606884531,1,Not an Athlete,Nursing,58,1,1,0,0
522,2017-18,White,Female,1,8.933004592,0,Not an Athlete,Health & Human Performance,69,1,1,0,0
523,2017-18,Two or more races,Female,0,9.178952899,0,Not an Athlete,Biology,99,1,1,0,0
524,2017-18,White,Female,0,12.89558071,0,Not an Athlete,Nursing,69,1,1,0,0
525,2017-18,White,Female,0,9.80681144,0,Not an Athlete,Biblical Studies,44,1,1,0,0
526,2017-18,Hispanic,Female,0,9.869103126,0,Not an Athlete,Nursing,58,1,1,0,0
527,2017-18,Two or more races,Female,0,6.698268054,1,Not an Athlete,Biology,62,1,1,0,0
528,2017-18,White,Female,0,11.52975308,0,Not an Athlete,Nursing,72,1,1,0,0
529,2017-18,White,Male,0,10.0276502,0,Not an Athlete,Engineering,29,1,1,0,0
530,2017-18,White,Male,0,2.302585093,1,Football,Biology,83,1,1,0,0
531,2017-18,White,Male,0,10.06177253,0,Not an Athlete,Business,90,1,1,0,0
532,2017-18,Hispanic,Male,1,8.938531649,0,Not an Athlete,Biology,74,0,1,0,0
533,2017-18,White,Male,0,7.473637108,1,Football,Business,65,1,1,0,0
534,2017-18,Two or more races,Female,1,9.584727525,0,Not an Athlete,Nursing,42,1,1,0,0
535,2017-18,White,Female,0,10.39915893,0,Two or more sports,Health & Human Performance,92,1,1,0,0
536,2017-18,White,Male,0,10.09658418,0,Two or more sports,Mathematics,98,1,1,0,0
537,2017-18,White,Female,0,9.234935419,0,Not an Athlete,History,89,1,1,0,0
538,2017-18,Unknown Race and Ethnicity,Male,0,12.73086034,0,Not an Athlete,Engineering,94,1,1,0,0
539,2017-18,White,Female,0,10.46652605,0,Not an Athlete,Biology,77,1,1,0,0
540,2017-18,Hispanic,Female,0,10.83310903,0,Not an Athlete,Health & Human Performance,45,1,1,0,0
541,2017-18,White,Female,0,9.9295938,0,Not an Athlete,Communication,83,1,1,0,0
542,2017-18,White,Male,0,9.750103246,0,Basketball,Engineering,87,1,1,0,0
543,2017-18,Hispanic,Female,1,8.655040258,0,Not an Athlete,Biochemistry,58,1,1,0,0
544,2017-18,White,Female,0,9.38345299,0,Tennis,Business,34,1,1,0,0
545,2017-18,White,Female,0,8.896861744,0,Not an Athlete,Biblical Studies,77,1,1,0,0
546,2017-18,White,Male,0,9.970585296,0,Not an Athlete,Engineering,88,1,1,0,0
547,2017-18,White,Female,0,12.62482903,0,Not an Athlete,Biochemistry,94,1,1,0,0
548,2017-18,White,Female,0,9.097395613,0,Not an Athlete,Business,48,1,1,0,0
549,2017-18,White,Male,0,8.117610746,1,Basketball,Business,30,1,1,0,0
550,2017-18,White,Female,0,9.111624399,0,Not an Athlete,Sociology,94,1,1,0,0
551,2017-18,White,Male,0,10.95236673,0,Not an Athlete,Engineering,96,1,1,0,0
552,2017-18,Black or African American,Female,0,0,1,Not an Athlete,Business,6,0,1,0,0
553,2017-18,White,Female,0,12.1864667,0,Not an Athlete,Art & Design,29,0,1,0,0
554,2017-18,White,Female,0,11.95101909,0,Basketball,Health & Human Performance,92,0,1,0,0
555,2017-18,Two or more races,Female,1,9.66884059,0,Not an Athlete,Nursing,79,1,1,0,0
556,2017-18,White,Male,0,8.357728417,1,Not an Athlete,Business,88,1,1,0,0
557,2017-18,Black or African American,Male,0,10.13551156,0,Not an Athlete,History,48,1,1,0,0
